helper,projectile_id,visual_selector,file,line,args_count,speed,radius_or_flags,count,spread
FUN_14006c2f0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140066370_FUN_140066370.c,702,3,,,,
FUN_14006c2f0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140066370_FUN_140066370.c,821,3,,,,
FUN_14006c2f0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140066370_FUN_140066370.c,963,3,,,,
FUN_14006c2f0,2,18,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140066370_FUN_140066370.c,1116,3,,,,
FUN_14006c2f0,13,3,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140066370_FUN_140066370.c,1130,2,,,,
FUN_14006c2f0,13,3,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140066370_FUN_140066370.c,1137,2,,,,
FUN_14006c2f0,13,2,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140099e50_FUN_140099e50.c,145,9,"CONCAT44(uVar16,uVar15)",1,,
FUN_14006c2f0,13,2,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140099e50_FUN_140099e50.c,149,9,"(double)CONCAT44(uVar16,uVar15) + dVar10",1,,
FUN_1400709b0,0,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140082d90_FUN_140082d90.c,243,11,dVar24,auVar37._8_8_,uVar18,20000
FUN_1400709b0,0,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140082d90_FUN_140082d90.c,248,11,(dVar31 - DAT_140539fc8) + dVar26,auVar38._8_8_,uVar18,20000
FUN_14006c2f0,3,7,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140009480_FUN_140009480.c,320,9,dVar30,1,,
FUN_14006c2f0,3,7,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140009480_FUN_140009480.c,328,9,dVar30,1,,
FUN_14006c2f0,3,7,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140009480_FUN_140009480.c,384,9,dVar30,1,,
FUN_14006c2f0,3,7,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140009480_FUN_140009480.c,393,9,dVar30,1,,
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140009480_FUN_140009480.c,415,11,dVar33,1,iVar17,iVar17 * 0x1b8 + -0x1b8
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140009480_FUN_140009480.c,428,11,dVar33,1,iVar17 + -2,iVar5
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140009480_FUN_140009480.c,439,11,dVar33,1,iVar17 + -2,iVar5
FUN_14006c2f0,8,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140009480_FUN_140009480.c,504,9,dVar26,1,,
FUN_14006c2f0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140009480_FUN_140009480.c,508,9,dVar26,1,,
FUN_14006c2f0,8,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140009480_FUN_140009480.c,510,9,dVar26,1,,
FUN_14006c2f0,2,23,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140009480_FUN_140009480.c,573,9,dVar26,1,,
FUN_14006c2f0,2,23,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140009480_FUN_140009480.c,583,9,dVar26,1,,
FUN_14006c2f0,2,23,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140009480_FUN_140009480.c,593,9,dVar26,1,,
FUN_1400709b0,16,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140009480_FUN_140009480.c,1161,11,dVar31,"CONCAT44(uVar43,1)",iVar10,0x8000
FUN_1400709b0,16,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140009480_FUN_140009480.c,1167,11,dVar31,1,iVar10 - 1U,(int)(0x8000 / (ulonglong)(iVar10 - 1U)) * (iVar10 + -2) & 0xffff
FUN_1400709b0,16,8,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140009480_FUN_140009480.c,1394,11,dVar24,1,iVar10,iVar10 * 9000
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400b1db0_FUN_1400b1db0.c,172,9,dVar18,"CONCAT44(uVar26,1)",,
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400b1db0_FUN_1400b1db0.c,175,9,dVar18,1,,
FUN_14006c2f0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005fc20_FUN_14005fc20.c,202,9,uVar32,1,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005fc20_FUN_14005fc20.c,214,9,uVar32,1,,
FUN_14006c2f0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005fc20_FUN_14005fc20.c,502,9,dVar26 + DAT_14053a178,1,,
FUN_14006c2f0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005fc20_FUN_14005fc20.c,511,9,dVar26 + _DAT_14053a188,1,,
FUN_14006c2f0,2,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005fc20_FUN_14005fc20.c,532,9,uVar5,1,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005fc20_FUN_14005fc20.c,539,9,dVar22,1,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005fc20_FUN_14005fc20.c,544,9,uVar32,1,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005fc20_FUN_14005fc20.c,550,9,dVar26,1,,
FUN_14006c2f0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005fc20_FUN_14005fc20.c,623,9,dVar26 + DAT_14053a178,1,,
FUN_14006c2f0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005fc20_FUN_14005fc20.c,632,9,dVar26 + _DAT_14053a188,1,,
FUN_14006c2f0,2,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005fc20_FUN_14005fc20.c,654,9,uVar5,1,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005fc20_FUN_14005fc20.c,661,9,dVar22,1,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005fc20_FUN_14005fc20.c,666,9,uVar32,1,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005fc20_FUN_14005fc20.c,672,9,dVar22,1,,
FUN_14006c2f0,11,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140064630_FUN_140064630.c,286,9,dVar36,1,,
FUN_14006c2f0,10,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140064630_FUN_140064630.c,294,9,dVar36,1,,
FUN_14006c2f0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140064630_FUN_140064630.c,344,9,dVar31,1,,
FUN_14006c2f0,2,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140064630_FUN_140064630.c,361,9,dVar31,1,,
FUN_14006c2f0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140064630_FUN_140064630.c,374,9,dVar31,1,,
FUN_14006c2f0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140064630_FUN_140064630.c,379,9,dVar31,1,,
FUN_14006c2f0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140064630_FUN_140064630.c,385,9,dVar31,1,,
FUN_14006c2f0,8,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140064630_FUN_140064630.c,412,9,dVar31 + 0.0 + dVar30,1,,
FUN_14006c2f0,11,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140064630_FUN_140064630.c,448,9,dVar31,1,,
FUN_14006c2f0,10,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140064630_FUN_140064630.c,467,9,dVar31,1,,
FUN_1400709b0,10,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400e8d20_FUN_1400e8d20.c,195,11,dVar24,in_stack_ffffffffffffff18._8_8_,2,uVar17
FUN_1400709b0,10,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400e8d20_FUN_1400e8d20.c,206,11,dVar24,in_stack_ffffffffffffff18._8_8_,2,uVar17 + 0x5dc
FUN_14006c2f0,11,1,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005e890_FUN_14005e890.c,236,2,,,,
FUN_14006c2f0,11,1,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005e890_FUN_14005e890.c,245,2,,,,
FUN_14006c2f0,11,1,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005e890_FUN_14005e890.c,256,2,,,,
FUN_14006c2f0,11,1,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005e890_FUN_14005e890.c,267,2,,,,
FUN_14006c2f0,12,2,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005e890_FUN_14005e890.c,304,9,uVar16,in_stack_fffffffffffffe70,,
FUN_14006c2f0,3,1,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005e890_FUN_14005e890.c,326,2,,,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005e890_FUN_14005e890.c,346,9,(double)(int)uVar29 * DAT_140539e90 + DAT_140539ff0,uVar16,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14005e890_FUN_14005e890.c,351,2,,,,
FUN_1400709b0,11,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140098700_FUN_140098700.c,240,11,dVar1 - DAT_140539f90,auVar27._8_8_,iVar9,(int)((double)iVar13 * _DAT_140539f88) * (iVar9 + -1)
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14001c8b0_FUN_14001c8b0.c,367,11,dVar40,auVar55._8_8_,iVar24,0x10000
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14001c8b0_FUN_14001c8b0.c,379,11,dVar40 - DAT_140539f90,auVar55._8_8_,iVar24,0x10000
FUN_1400709b0,13,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14001c8b0_FUN_14001c8b0.c,449,11,dVar33,auVar58._8_8_,uVar45,iVar13 + 27000
FUN_1400709b0,13,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14001c8b0_FUN_14001c8b0.c,456,11,dVar33 - DAT_140539fc8,auVar59._8_8_,uVar45,iVar13 + 29000
FUN_14006c2f0,17,12,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14001c8b0_FUN_14001c8b0.c,839,9,dVar32,in_stack_fffffffffffffe98._8_8_,,
FUN_14006c2f0,17,12,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14001c8b0_FUN_14001c8b0.c,857,9,dVar32,in_stack_fffffffffffffe98._8_8_,,
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14001c8b0_FUN_14001c8b0.c,920,11,dVar32,auVar62._8_8_,iVar14 + 1,iVar14 * iVar12
FUN_1400709b0,13,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14001c8b0_FUN_14001c8b0.c,1110,11,dVar40 + DAT_140539fc8,auVar64._8_8_,uVar45,0x10000
FUN_1400709b0,2,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14001c8b0_FUN_14001c8b0.c,1174,11,dVar40,auVar64._8_8_,iVar14,iVar14 * 700 + -700
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14001c8b0_FUN_14001c8b0.c,1341,11,dVar32,in_stack_fffffffffffffe98._8_8_,uVar45,0x10000
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14001c8b0_FUN_14001c8b0.c,1412,9,dVar40,in_stack_fffffffffffffe98._8_8_,,
FUN_14006c2f0,7,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14001c8b0_FUN_14001c8b0.c,1427,9,dVar40,in_stack_fffffffffffffe98._8_8_,,
FUN_14006c2f0,17,12,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14001c8b0_FUN_14001c8b0.c,1515,9,dVar32,auVar71._8_8_,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400465d0_FUN_1400465d0.c,436,9,dVar37,uVar51,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400465d0_FUN_1400465d0.c,441,9,dVar37,in_stack_fffffffffffffdc0,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400465d0_FUN_1400465d0.c,448,9,dVar37 + dVar35,uVar51,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400465d0_FUN_1400465d0.c,453,9,dVar37 + dVar35,in_stack_fffffffffffffdc0,,
FUN_14006c2f0,13,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400465d0_FUN_1400465d0.c,516,9,dVar46,1,,
FUN_14006c2f0,13,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400465d0_FUN_1400465d0.c,521,9,dVar37,1,,
FUN_14006c2f0,13,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400465d0_FUN_1400465d0.c,525,9,dVar37 - dVar29,1,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400465d0_FUN_1400465d0.c,596,9,dVar37,uVar51,,
FUN_14006c2f0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400465d0_FUN_1400465d0.c,610,9,dVar37,in_stack_fffffffffffffdc0,,
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400465d0_FUN_1400465d0.c,619,11,dVar37,"CONCAT44(uVar40,1)",in_stack_fffffffffffffdc8,0x10000
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400465d0_FUN_1400465d0.c,702,11,dVar37,1,iVar10,iVar10 * 0x168 + -0x168
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400465d0_FUN_1400465d0.c,706,11,dVar37 + dVar46,1,iVar10,iVar10 * 0x168 + -0x2d0
FUN_14006c2f0,2,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400465d0_FUN_1400465d0.c,783,9,dVar46,1,,
FUN_14006c2f0,2,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400465d0_FUN_1400465d0.c,790,9,dVar46,1,,
FUN_14006c2f0,13,4,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400e47c0_FUN_1400e47c0.c,153,9,dVar16,auVar32._8_8_,,
FUN_14006c2f0,13,4,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/1400e47c0_FUN_1400e47c0.c,160,9,dVar16 + DAT_140539fc8,auVar33._8_8_,,
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140013c00_FUN_140013c00.c,252,11,dVar29,in_stack_fffffffffffffe78._8_8_,uVar42,0x10000
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140013c00_FUN_140013c00.c,265,11,dVar29 + DAT_140539f68,in_stack_fffffffffffffe78._8_8_,uVar42,0x10000
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140013c00_FUN_140013c00.c,347,11,dVar29,auVar38._8_8_,uVar42,0x10000
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140013c00_FUN_140013c00.c,362,11,"dVar29 + (double)CONCAT44(uVar33,uVar28)",auVar39._8_8_,uVar42,0x10000
FUN_14006c2f0,11,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140004660_FUN_140004660.c,305,9,dVar24,uVar17,,
FUN_14006c2f0,11,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140004660_FUN_140004660.c,315,9,dVar24 - dVar22,uVar17,,
FUN_1400709b0,1,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140004660_FUN_140004660.c,353,11,dVar24 - DAT_140539ef8,uVar17,2,iVar10 + 0x4b0
FUN_1400709b0,1,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140004660_FUN_140004660.c,361,11,dVar24 - DAT_140539fa8,uVar17,2,iVar10 + 2000
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140004660_FUN_140004660.c,416,11,dVar27,uVar17,uVar15,12000
FUN_1400709b0,0,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140004660_FUN_140004660.c,431,11,dVar27 - DAT_140539fc8,uVar17,uVar15,12000
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140004660_FUN_140004660.c,462,11,dVar27,uVar17,uVar15,12000
FUN_1400709b0,0,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140004660_FUN_140004660.c,476,11,dVar27 - dVar25,uVar17,uVar15,12000
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140004660_FUN_140004660.c,551,11,dVar23 + dVar27,uVar17,iVar9,iVar4
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140004660_FUN_140004660.c,568,11,dVar24 + dVar27,1,iVar9,iVar4
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140004660_FUN_140004660.c,964,11,dVar22,uVar17,uVar15,uVar20
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140004660_FUN_140004660.c,979,11,dVar27,"CONCAT44(uVar35,1)",uVar15,uVar20
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140004660_FUN_140004660.c,988,11,dVar27,1,uVar15,uVar20
FUN_1400709b0,2,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140004660_FUN_140004660.c,1337,11,dVar27,1,uVar15,0x8000
FUN_1400709b0,3,7,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140088110_FUN_140088110.c,191,11,dVar13,"CONCAT44(uVar18,1)",in_stack_ffffffffffffff48,0x8000
FUN_1400709b0,3,1,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140093540_FUN_140093540.c,195,11,DAT_140539f68,uVar4,iVar2,22000
FUN_1400709b0,3,1,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140093540_FUN_140093540.c,203,11,DAT_140539ec8,uVar4,iVar2 - 1U,(int)(22000 / (ulonglong)(iVar2 - 1U)) * (iVar2 + -2) & 0xffff
FUN_14006c2f0,8,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140093540_FUN_140093540.c,243,9,dVar14 + DAT_140539fb8,uVar4,,
FUN_14006c2f0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140045aa0_FUN_140045aa0.c,144,9,dVar12,1,,
FUN_14006c2f0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140045aa0_FUN_140045aa0.c,149,9,dVar12 - dVar2,1,,
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/140011a80_FUN_140011a80.c,151,11,"CONCAT44(uVar14,uVar13)",1,uVar9,3000
FUN_1400709b0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,876,3,,,,
FUN_1400709b0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,882,3,,,,
FUN_1400709b0,9,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,936,3,,,,
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1039,11,DAT_14053a070,1,uVar41,0x10000
FUN_1400709b0,3,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1061,3,,,,
FUN_1400709b0,3,43,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1137,3,,,,
FUN_1400709b0,3,43,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1144,3,,,,
FUN_1400709b0,12,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1192,3,,,,
FUN_1400709b0,13,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1205,3,,,,
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1219,3,,,,
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1221,3,,,,
FUN_1400709b0,5,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1226,3,,,,
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1239,3,,,,
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1242,3,,,,
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1248,3,,,,
FUN_1400709b0,2,44,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1310,3,,,,
FUN_1400709b0,3,45,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1334,3,,,,
FUN_1400709b0,4,46,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1394,3,,,,
FUN_1400709b0,4,46,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1406,3,,,,
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1454,3,,,,
FUN_1400709b0,1,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1460,3,,,,
FUN_1400709b0,4,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1469,3,,,,
FUN_1400709b0,1,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1476,3,,,,
FUN_1400709b0,2,1,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1712,3,,,,
FUN_1400709b0,2,1,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1724,3,,,,
FUN_1400709b0,13,0,reverse/ghidra-or-ida/exports/gameplay-spawn-helpers-renamed/neighborhood-decompiled/14004a970_FUN_14004a970.c,1822,3,,,,
