address	value
1404f0618	incorrect count for field "%s", expected %d, got %d
1404f0650	for strip array
1404f0660	for chopped "StripByteCounts" array
1404f0688	for chopped "StripOffsets" array
1404f08b0	TIFFFillTile
1404f08c0	TIFFReadBufferSetup
1404f08d8	TIFFFillStripPartial
1404f08f0	TIFFReadEncodedStrip
1404f0908	TIFFReadRawStrip
1404f0920	TIFFFillStrip
1404f0930	TIFFReadEncodedTile
1404f0948	TIFFReadRawTile
1404f0958	Seek error at scanline %lu, strip %lu
1404f0980	Read error at scanline %lu; got %I64u bytes, expected %I64u
1404f09c0	%lu: Row out of range, max %lu
1404f09e0	%lu: Sample out of range, max %lu
1404f0a08	%lu: Strip out of range, max %lu
1404f0a30	Read error at scanline %lu, strip %lu; got %I64u bytes, expected %I64u
1404f0a78	Invalid strip byte count %I64u, strip %lu
1404f0aa8	Read error on strip %lu; got %I64u bytes, expected %I64u
1404f0ae8	Data buffer too small to hold strip %lu
1404f0b10	%lu: Tile out of range, max %lu
1404f0b30	Seek error at row %lu, col %lu, tile %lu
1404f0b60	Read error at row %lu, col %lu; got %I64u bytes, expected %I64u
1404f0ba0	Read error at row %lu, col %lu, tile %lu; got %I64u bytes, expected %I64u
1404f0bf0	%I64u: Invalid tile byte count, tile %lu
1404f0c20	Data buffer too small to hold tile %lu
1404f0c48	No space for data buffer at scanline %lu
1404f0c78	File not open for reading
1404f0c98	Can not read tiles from a stripped image
1404f0cc8	Can not read scanlines from a tiled image
1404f0cf8	%s %s encoding is not implemented
1404f0d20	Compression scheme %u %s encoding is not implemented
1404f0d58	scanline
1404f0d64	strip
1404f0d78	%s %s decoding is not implemented
1404f0da0	Compression scheme %u %s decoding is not implemented
1404f0dd8	Compression algorithm does not support random access
1404f0e10	Failed to allocate memory for %s (%ld elements of %ld bytes each)
1404f0e58	No space for "TransferFunction" tag
1404f0e8f	@TIFFComputeStrip
1404f0ea8	TIFFVStripSize64
1404f0ec0	TIFFVStripSize
1404f0ed0	TIFFRawStripSize64
1404f0ee8	TIFFRawStripSize
1404f0f00	TIFFStripSize
1404f0f10	TIFFScanlineSize64
1404f0f28	TIFFScanlineSize
1404f0f40	TIFFRasterScanlineSize64
1404f0f60	TIFFRasterScanlineSize
1404f0f78	TIFFNumberOfStrips
1404f0f90	Invalid td_samplesperpixel value
1404f0fb8	Invalid YCbCr subsampling (%dx%d)
1404f0fe0	Invalid YCbCr subsampling
1404f1000	TIFFTileRowSize
1404f1010	TIFFVTileSize64
1404f1020	TIFFVTileSize
1404f1030	TIFFTileSize
1404f1040	%lu: Col out of range, max %lu
1404f1060	%lu: Depth out of range, max %lu
1404f1088	TIFFNumberOfTiles
1404f10a0	TIFFTileRowSize
1404f10d0	TIFFWriteDirectoryTagTransferfunction
1404f10f8	TIFFWriteDirectoryTagSubifd
1404f1118	TIFFRewriteDirectory
1404f1130	TIFFWriteDirectorySec
1404f1148	TIFFWriteDirectoryTagCheckedRationalArray
1404f1178	TIFFWriteDirectoryTagCheckedSrationalArray
1404f11a8	TIFFWriteDirectoryTagData
1404f11c8	TIFFLinkDirectory
1404f11e0	TIFFResetField
1404f11f0	TIFFWriteDirectoryTagSampleformatArray
1404f1218	TIFFWriteDirectoryTagShortPerSample
1404f1240	TIFFWriteDirectoryTagLongLong8Array
1404f1268	TIFFWriteDirectoryTagIfdIfd8Array
1404f1290	TIFFWriteDirectoryTagColormap
1404f12b0	Error updating TIFF header
1404f12d0	Sanity check on tag count failed, likely corrupt TIFF
1404f1308	Error post-encoding before directory write
1404f1338	Error flushing data before directory write
1404f1368	Maximum TIFF file size exceeded
1404f1388	IO error writing directory
1404f13b0	Attempt to write value larger than 0xFFFFFFFF in Classic TIFF file.
1404f13f8	IO error writing tag data
1404f1418	Error writing SubIFD directory link
1404f1440	Memory mapped files not currently supported for this operation.
1404f1480	Attempt to reset field on directory not already on disk.
1404f14c0	%s: Can not read TIFF directory entry.
1404f14e8	%s: Could not find tag %d.
1404f1508	for field buffer.
1404f1520	Value exceeds 32bit range of output type.
1404f1550	%s: Can not write TIFF directory entry.
1404f1588	TIFFWriteScanline
1404f15a0	TIFFWriteEncodedStrip
1404f15b8	TIFFWriteRawStrip
1404f15d0	TIFFWriteEncodedTile
1404f15e8	TIFFWriteRawTile
1404f1600	TIFFWriteBufferSetup
1404f1618	TIFFAppendToStrip
1404f1630	Seek error at scanline %lu
1404f1650	Write error at scanline %lu
1404f1678	PackBits
1404f1688	ThunderScan
1404f16a8	Old-style JPEG
1404f16b8	CCITT RLE
1404f16c8	CCITT RLE/W
1404f16d8	CCITT Group 3
1404f16e8	CCITT Group 4
1404f16f8	ISO JBIG
1404f1708	Deflate
1404f1710	AdobeDeflate
1404f1720	PixarLog
1404f172c	SGILog
1404f1738	SGILog24
1404f1750	%s compression support is not configured
1404f1780	DumpModeDecode
1404f1790	Not enough data for scanline %lu, expected a request for at most %I64d bytes, got a request for %I64d bytes
1404f1800	PackBitsDecode
1404f1810	Discarding %lu bytes to avoid buffer overrun
1404f1840	Terminating PackBitsDecode due to lack of data.
1404f1870	Not enough data for scanline %lu
1404f1898	FaxMode
1404f18a0	FaxFillFunc
1404f18b0	BadFaxLines
1404f18c0	CleanFaxData
1404f18d0	ConsecutiveBadFaxLines
1404f1950	InitCCITTFax3
1404f1960	Fax4Decode
1404f1970	Fax3SetupState
1404f1ea0	Fax4Encode
1404f1eb0	Fax3DecodeRLE
1404f1ec0	Fax3Decode1D
1404f1f00	Fax3Encode
1404f1f10	Fax3Decode2D
1404f2250	Group3Options
1404f2260	Group4Options
1404f2270	Bad code word at line %u of %s %u (x %u)
1404f22a0	Uncompressed data (not supported) at line %u of %s %u (x %u)
1404f22e0	Premature EOL
1404f22f0	Line length mismatch
1404f2308	%s at line %u of %s %u (got %u, expected %u)
1404f2338	Premature EOF at line %u of %s %u (x %u)
1404f2368	Fractional scanlines cannot be read
1404f2390	Bits/sample must be 1 for Group 3/4 encoding/decoding
1404f23c8	Row pixels integer overflow (rowpixels %u)
1404f23f8	for Group 3/4 run arrays
1404f2418	No space for Group 3/4 reference line
1404f2440	Fractional scanlines cannot be written
1404f2468	  Group 4 Options:
1404f2480	%suncompressed data
1404f2498	  Group 3 Options:
1404f24b0	%s2-d encoding
1404f24c8	%sEOL padding
1404f24d8	 (%lu = 0x%lx)\n
1404f24e8	  Fax Data:
1404f24f4	 clean
1404f2500	 receiver regenerated
1404f2518	 uncorrected errors
1404f2530	 (%u = 0x%x)\n
1404f2540	  Bad Fax Lines: %lu\n
1404f2558	  Consecutive Bad Fax Lines: %lu\n
1404f2580	Merging common CCITT Fax codec-specific tags failed
1404f25b8	InitCCITTFax3
1404f25c8	No space for state block
1404f25e8	Merging CCITT Fax 3 codec-specific tags failed
1404f2618	TIFFInitCCITTFax3
1404f2630	Merging CCITT Fax 4 codec-specific tags failed
1404f2660	TIFFInitCCITTFax4
1404f2676	"@ThunderSetupDecode
1404f2690	ThunderDecode
1404f26a0	ThunderDecodeRow
1404f26f0	Wrong bitspersample value (%d), Thunder decoder only supports 4bits per sample.
1404f2740	Not enough
1404f2750	Too much
1404f2760	%s data at scanline %lu (%I64u != %I64u)
1404f2790	NeXTDecode
1404f27a0	Not enough data for scanline %ld
1404f27c8	TIFFInitLZW
1404f27d8	LZWSetupDecode
1404f27e8	LZWPreDecode
1404f27f8	LZWDecode
1404f2808	LZWDecodeCompat
1404f2818	LZWSetupEncode
1404f2828	No space for LZW state block
1404f2848	No space for LZW code table
1404f2868	Old-style LZW codes, convert file
1404f2890	Bogus encoding, loop in the code table; scanline %d
1404f28c8	LZWDecode: Strip %d not terminated with EOI code
1404f2900	LZWDecode: Corrupted LZW table at scanline %d
1404f2930	Corrupted LZW table at scanline %d
1404f2960	Wrong length of decoded string: data probably corrupted at scanline %d
1404f29a8	Not enough data at scanline %d (short %I64d bytes)
1404f29e0	No space for LZW hash table
1404f2a00	LogLuvSetupEncode
1404f2a18	LogLuvDecode32
1404f2a28	LogLuvVSetField
1404f2aa0	TIFFInitSGILog
1404f2ab0	LogL16InitState
1404f2ac0	LogL16Decode
1404f2ad0	LogLuvInitState
1404f2ae0	LogLuvSetupDecode
1404f2af8	LogLuvDecode24
1404f2b08	SGILogDataFmt
1404f2b18	SGILogEncode
1404f2b28	Not enough data at row %lu (short %I64d pixels)
1404f2b58	No support for converting user data format to LogL
1404f2b90	No space for SGILog translation buffer
1404f2bb8	SGILog compression cannot handle non-contiguous data
1404f2bf0	No support for converting user data format to LogLuv
1404f2c28	must be either LogLUV or LogL
1404f2c50	Inappropriate photometric interpretation %d for SGILog compression; %s
1404f2ca0	XYZ, Luv
1404f2cb0	SGILog compression supported only for %s, or raw data
1404f2ce8	Unknown data format %d for LogLuv compression
1404f2d18	Unknown encoding %d for LogLuv compression
1404f2d48	Merging SGILog codec-specific tags failed
1404f2d78	%s: No space for LogLuv state block
14050b2a0	PredictorEncodeTile
14050b2e8	PredictorSetup
14050b2f8	Predictor
14050b310	Horizontal differencing "Predictor" not supported with %d-bit samples
14050b358	Floating point "Predictor" not supported with %d data format
14050b398	"Predictor" value %d not supported
14050b3c0	Out of memory allocating %I64d byte temp buffer.
14050b3f8	  Predictor: 
14050b408	none 
14050b410	horizontal differencing 
14050b430	floating point predictor 
14050b450	%u (0x%x)\n
14050b460	Merging Predictor codec-specific tags failed
14050b490	TIFFPredictorInit
14050be18	Too many bytes for PNG signature
14050be40	Potential overflow in png_zalloc()
14050be68	Application built with libpng-
14050be88	 but running with 
14050bea0	Ignoring invalid time value
14050bec0	unexpected zlib return code
14050bee0	unexpected end of LZ stream
14050bf00	missing LZ dictionary
14050bf18	zlib IO error
14050bf28	bad parameters to zlib
14050bf40	damaged LZ stream
14050bf58	insufficient memory
14050bf70	truncated
14050bf80	unsupported zlib version
14050bfa0	unexpected zlib return
14050bfb8	gamma value does not match sRGB
14050bfd8	gamma value does not match libpng estimate
14050c008	gamma value out of range
14050c028	duplicate
14050c038	inconsistent chromaticities
14050c058	invalid chromaticities
14050c070	internal error checking chromaticities
14050c098	profile '
14050c0b0	invalid sRGB rendering intent
14050c0d8	inconsistent rendering intents
14050c0f8	duplicate sRGB information ignored
14050c120	cHRM chunk does not match sRGB
14050c140	too short
14050c150	exceeds application limits
14050c170	length does not match profile
14050c190	invalid length
14050c1a0	tag count too large
14050c1b8	invalid rendering intent
14050c1d8	intent outside defined range
14050c1f8	invalid signature
14050c210	PCS illuminant is not D50
14050c230	RGB color space not permitted on grayscale PNG
14050c260	Gray color space not permitted on RGB PNG
14050c290	invalid ICC profile color space
14050c2b0	invalid embedded Abstract ICC profile
14050c2d8	unexpected DeviceLink ICC profile class
14050c300	unexpected NamedColor ICC profile class
14050c328	unrecognized ICC profile class
14050c348	unexpected ICC PCS encoding
14050c368	ICC profile tag outside profile
14050c388	ICC profile tag start not a multiple of 4
14050c3b8	known incorrect sRGB profile
14050c3d8	out-of-date sRGB profile with no signature
14050c408	Not recognizing known sRGB profile that has been edited
14050c440	internal error handling cHRM coefficients
14050c470	internal error handling cHRM->XYZ
14050c498	Image width is zero in IHDR
14050c4b8	Invalid image width in IHDR
14050c4d8	Image width exceeds user limit in IHDR
14050c500	Image height is zero in IHDR
14050c520	Invalid image height in IHDR
14050c540	Image height exceeds user limit in IHDR
14050c568	Invalid bit depth in IHDR
14050c588	Invalid color type in IHDR
14050c5a8	Invalid color type/bit depth combination in IHDR
14050c5e0	Unknown interlace method in IHDR
14050c608	Unknown compression method in IHDR
14050c630	MNG features are not allowed in a PNG datastream
14050c668	Unknown filter method in IHDR
14050c688	Invalid filter method in IHDR
14050c6a8	Invalid IHDR data
14050c6c0	gamma table being rebuilt
14050c728	Missing IHDR before IDAT
14050c748	Missing PLTE before IDAT
14050c768	Too many IDATs found
14050c780	png_read_update_info/png_start_read_image: duplicate call
14050c7c0	png_start_read_image/png_read_update_info: duplicate call
14050c800	Invalid attempt to read row data
14050c828	bad adaptive filter value
14050c848	sequential row overflow
14050c860	internal sequential row size calculation error
14050c890	Interlace handling should be turned on when using png_read_image
14050c8d8	Read palette index exceeding num_palette
14050c908	.Too many IDATs found
14050c920	..Too many IDATs found
14050c938	Writing zero-length unknown chunk
14050c960	profile matches sRGB but writing iCCP instead
14050c990	Valid palette required for paletted images
14050c9c0	No IDATs written into file
14050c9e0	Wrote palette index exceeding num_palette
14050ca10	png_write_info was never called before png_write_row
14050ca48	internal write transform logic error
14050ca70	Unknown row filter for method 0
14050ca90	png_set_filter: UP/AVG/PAETH cannot be added after start
14050cad0	Unknown custom filter method
14050caf0	0123456789ABCDEF
14050cb0a	3456789
14050cb18	0123456789ABCDEFLibpng jmp_buf still allocated
14050cb48	Application jmp_buf size changed
14050cb70	undefined
14050cb80	libpng error: %s
14050cb98	libpng warning: %s
14050ceb0	invalid after png_start_read_image or png_read_update_info
14050cef0	libpng does not support gamma+background+rgb_to_gray
14050cf28	invalid background gamma type
14050cf48	Palette is NULL in indexed image
14050cf70	png_do_encode_alpha: unexpected call
14050cf98	NULL row buffer
14050cfa8	Uninitialized row
14050cfc0	png_do_rgb_to_gray found nongray pixel
14050cfe8	png_do_quantize returned rowbytes=0
14050d010	Call to NULL write function
14050d030	Write Error
14050d040	Can't set both read_data_fn and write_data_fn in the same structure
14050d088	Call to NULL read function
14050d0a8	internal error: array alloc
14050d0c8	internal error: array realloc
14050d150	Insufficient memory for eXIf chunk data
14050d178	Invalid palette size, hIST allocation skipped
14050d1a8	Insufficient memory for hIST chunk data
14050d1d0	Invalid pCAL equation type
14050d1f0	Invalid pCAL parameter count
14050d210	Invalid format for pCAL parameter
14050d238	Insufficient memory for pCAL purpose
14050d260	Insufficient memory for pCAL units
14050d288	Insufficient memory for pCAL params
14050d2b0	Insufficient memory for pCAL parameter
14050d2d8	Invalid sCAL unit
14050d2f0	Invalid sCAL width
14050d308	Invalid sCAL height
14050d320	Memory allocation failed while processing sCAL
14050d350	Invalid palette length
14050d368	Invalid palette
14050d378	too many text chunks
14050d390	text compression mode is out of range
14050d3b8	text chunk: out of memory
14050d3d8	tRNS chunk has out-of-range samples for bit_depth
14050d410	too many sPLT chunks
14050d428	png_set_sPLT: invalid sPLT
14050d448	sPLT out of memory
14050d460	png_set_unknown_chunks now expects a valid location
14050d498	invalid location in png_set_unknown_chunks
14050d4c8	too many unknown chunks
14050d4e0	unknown chunk: out of memory
14050d500	keyword truncated
14050d518	keyword "@1": bad character '0x@2'
14050d540	length exceeds PNG maximum
14050d560	 using zstream
14050d570	in use by IDAT
14050d580	deflateEnd failed (ignored)
14050d5a0	compressed data too long
14050d5c0	error writing ancillary chunked compressed data
14050d5f0	Invalid bit depth for grayscale image
14050d618	Invalid bit depth for RGB image
14050d638	Invalid bit depth for paletted image
14050d660	Invalid bit depth for grayscale+alpha image
14050d690	Invalid bit depth for RGBA image
14050d6b8	Invalid image color type specified
14050d6e0	Invalid compression type specified
14050d708	Invalid filter type specified
14050d728	Invalid interlace type specified
14050d750	Invalid number of colors in palette
14050d778	Ignoring request to write a PLTE chunk in grayscale PNG
14050d7b0	Z_OK on Z_FINISH with output space
14050d7d8	Invalid sRGB rendering intent specified
14050d800	No profile for iCCP chunk
14050d820	ICC profile too short
14050d838	ICC profile length invalid (not a multiple of 4)
14050d870	iCCP: invalid keyword
14050d888	sPLT: invalid keyword
14050d8a0	Invalid sBIT depth specified
14050d8c0	Invalid number of transparent colors specified
14050d8f0	Ignoring attempt to write tRNS chunk out-of-range for bit_depth
14050d930	Ignoring attempt to write 16-bit tRNS chunk when bit_depth is 8
14050d970	Can't write tRNS with an alpha channel
14050d998	Invalid background palette index
14050d9c0	Ignoring attempt to write 16-bit bKGD chunk when bit_depth is 8
14050da00	Ignoring attempt to write bKGD chunk out-of-range for bit_depth
14050da40	Invalid number of histogram entries specified
14050da70	tEXt: invalid keyword
14050da88	tEXt: text too long
14050daa0	zTXt: invalid compression type
14050dac0	zTXt: invalid keyword
14050dad8	iTXt: invalid keyword
14050daf0	iTXt: invalid compression
14050db10	iTXt: uncompressed text too long
14050db38	Unrecognized unit type for oFFs chunk
14050db60	Unrecognized equation type for pCAL chunk
14050db90	pCAL: invalid keyword
14050dba8	Can't write sCAL (buffer too small)
14050dbd0	Unrecognized unit type for pHYs chunk
14050dbf8	Invalid time specified for tIME chunk
14050dc50	PNG unsigned integer out of range
14050dc78	Not a PNG file
14050dc88	PNG file corrupted by ASCII conversion
14050dcb0	CRC error
14050dcc0	insufficient memory to read chunk
14050dce8	invalid window size (libpng)
14050dd08	zstream unclaimed
14050dd20	extra compressed data
14050dd38	out of place
14050dd48	invalid
14050dd50	missing IHDR
14050dd60	ignored in grayscale PNG
14050dd80	tRNS must be after
14050dd98	hIST must be after
14050ddb0	bKGD must be after
14050ddc8	invalid values
14050ddd8	too many profiles
14050ddf0	out of memory
14050de00	bad compression method
14050de18	bad keyword
14050de28	No space in chunk cache for sPLT
14050de50	malformed sPLT chunk
14050de68	sPLT chunk has bad length
14050de88	sPLT chunk requires too much memory
14050deb0	invalid with alpha channel
14050ded0	invalid index
14050dee0	invalid gray level
14050def8	invalid color
14050df08	incorrect byte-order specifier
14050df28	invalid parameter count
14050df40	unrecognized equation type
14050df60	invalid data
14050df70	invalid unit
14050df80	bad width format
14050df98	non-positive width
14050dfb0	bad height format
14050dfc8	non-positive height
14050dfe0	no space in chunk cache
14050dff8	Insufficient memory to process text chunk
14050e028	unknown compression type
14050e048	Read failure in png_handle_zTXt
14050e068	bad compression info
14050e080	unknown chunk exceeds memory limits
14050e0a8	error in user chunk
14050e0c0	Saving unknown chunk:
14050e0e0	forcing save of an unhandled chunk; please call png_set_keep_unknown_chunks
14050e130	unhandled critical chunk
14050e150	invalid chunk type
14050e168	chunk data is too large
14050e2a8	internal row logic error
14050e2c8	internal row size calculation error
14050e2f0	internal row width error
14050e310	invalid user transform pixel depth
14050e338	Not enough image data
14050e350	Extra compressed data
14050e368	Too much image data
14050e380	Row has too many bytes to allocate in memory
14050ec58	incorrect header check
14050ec70	unknown compression method
14050ec90	invalid window size
14050eca8	unknown header flags set
14050ecc8	header crc mismatch
14050ece0	invalid block type
14050ecf8	invalid stored block lengths
14050ed18	too many length or distance symbols
14050ed40	invalid code lengths set
14050ed60	invalid bit length repeat
14050ed80	invalid code -- missing end-of-block
14050eda8	invalid literal/lengths set
14050edc8	invalid distances set
14050ede0	invalid literal/length code
14050ee00	invalid distance code
14050ee18	invalid distance too far back
14050ee38	incorrect data check
14050ee50	incorrect length check
1405102f0	 deflate 1.2.12 Copyright 1995-2022 Jean-loup Gailly and Mark Adler 
1405103e0	need dictionary
1405103f0	stream end
140510400	file error
140510410	stream error
140510420	data error
140510430	buffer error
140510440	incompatible version
1405104b0	 inflate 1.2.12 Copyright 1995-2022 Mark Adler 
1405114a0	Bogus message code %d
1405114b8	ALIGN_TYPE is wrong, please fix
1405114d8	MAX_ALLOC_CHUNK is wrong, please fix
140511500	Bogus buffer control mode
140511520	Invalid component ID %d in SOS
140511540	Invalid crop request
140511558	DCT coefficient out of range
140511578	DCT scaled block size %dx%d not supported
1405115b0	Component index %d: mismatching sampling ratio %d:%d, %d:%d, %c
1405115f0	Bogus Huffman table definition
140511610	Bogus input colorspace
140511628	Bogus JPEG colorspace
140511640	Bogus marker length
140511658	Wrong JPEG library version: library is %d, caller expects %d
140511698	Sampling factors too large for interleaved scan
1405116c8	Invalid memory pool code %d
1405116e8	Unsupported JPEG data precision %d
140511710	Invalid progressive parameters Ss=%d Se=%d Ah=%d Al=%d
140511748	Invalid progressive parameters at scan script entry %d
140511780	Bogus sampling factors
140511798	Invalid scan script at entry %d
1405117b8	Improper call to JPEG library in state %d
1405117f0	JPEG parameter struct mismatch: library thinks size is %u, caller expects %u
140511840	Bogus virtual array access
140511860	Buffer passed to JPEG library is too small
140511890	Suspension not allowed here
1405118b0	CCIR601 sampling not implemented yet
1405118d8	Too many color components: %d, max %d
140511900	Unsupported color conversion request
140511928	Bogus DAC index %d
140511940	Bogus DAC value 0x%x
140511958	Bogus DHT index %d
140511970	Bogus DQT index %d
140511988	Empty JPEG image (DNL not supported)
1405119b0	Read from EMS failed
1405119c8	Write to EMS failed
1405119e0	Didn't expect more than one scan
140511a08	Input file read error
140511a20	Output file write error --- out of disk space?
140511a50	Fractional sampling not implemented yet
140511a78	Huffman code size table overflow
140511aa0	Missing Huffman code table entry
140511ac8	Maximum supported image dimension is %u pixels
140511af8	Empty input file
140511b10	Premature end of input file
140511b30	Cannot transcode due to multiple use of quantization table %d
140511b70	Scan script does not transmit all data
140511b98	Invalid color quantization mode change
140511bc0	Not implemented yet
140511bd8	Requested feature was omitted at compile time
140511c08	Arithmetic table 0x%02x was not defined
140511c30	Backing store not supported
140511c50	Huffman table 0x%02x was not defined
140511c78	JPEG datastream contains no image
140511ca0	Quantization table 0x%02x was not defined
140511cd0	Not a JPEG file: starts with 0x%02x 0x%02x
140511d00	Insufficient memory (case %d)
140511d20	Cannot quantize more than %d color components
140511d50	Cannot quantize to fewer than %d colors
140511d78	Cannot quantize to more than %d colors
140511da0	Invalid JPEG file structure: %s before SOF
140511dd0	Invalid JPEG file structure: two SOF markers
140511e00	Invalid JPEG file structure: missing SOS marker
140511e30	Unsupported JPEG process: SOF type 0x%02x
140511e60	Invalid JPEG file structure: two SOI markers
140511e90	Failed to create temporary file %s
140511eb8	Read failed on temporary file
140511ed8	Seek failed on temporary file
140511ef8	Write failed on temporary file --- out of disk space?
140511f30	Application transferred too few scanlines
140511f60	Unsupported marker type 0x%02x
140511f80	Virtual array controller messed up
140511fa8	Image too wide for this implementation
140511fd0	Read from XMS failed
140511fe8	Write to XMS failed
140512000	Copyright (C) 2013, Thomas G. Lane, Guido Vollbeding
140512038	9  13-Jan-2013
140512048	Caution: quantization tables are too coarse for baseline JPEG
140512090	Adobe APP14 marker: version %d, flags 0x%04x 0x%04x, transform %d
1405120d8	Unknown APP0 marker (not JFIF), length %u
140512108	Unknown APP14 marker (not Adobe), length %u
140512138	Define Arithmetic Table 0x%02x: 0x%02x
140512160	Define Huffman Table 0x%02x
140512180	Define Quantization Table %d  precision %d
1405121b0	Define Restart Interval %u
1405121d0	Freed EMS handle %u
1405121e8	Obtained EMS handle %u
140512200	End Of Image
140512210	        %3d %3d %3d %3d %3d %3d %3d %3d
140512238	JFIF APP0 marker: version %d.%02d, density %dx%d  %d
140512270	Warning: thumbnail image size does not match data length %u
1405122b0	JFIF extension marker: type 0x%02x, length %u
1405122e0	    with %d x %d thumbnail image
140512308	Miscellaneous marker 0x%02x, length %u
140512330	Unexpected marker 0x%02x
140512350	        %4u %4u %4u %4u %4u %4u %4u %4u
140512378	Quantizing to %d = %d*%d*%d colors
1405123a0	Quantizing to %d colors
1405123b8	Selected %d colors for quantization
1405123e0	At marker 0x%02x, recovery action %d
140512408	RST%d
140512410	Smoothing not supported with nonstandard sampling ratios
140512450	Start Of Frame 0x%02x: width=%u, height=%u, components=%d
140512490	    Component %d: %dhx%dv q=%d
1405124b0	Start of Image
1405124c0	Start Of Scan: %d components
1405124e0	    Component %d: dc=%d ac=%d
140512500	  Ss=%d, Se=%d, Ah=%d, Al=%d
140512520	Closed temporary file %s
140512540	Opened temporary file %s
140512560	JFIF extension marker: JPEG-compressed thumbnail image, length %u
1405125a8	JFIF extension marker: palette thumbnail image, length %u
1405125e8	JFIF extension marker: RGB thumbnail image, length %u
140512620	Unrecognized component IDs %d %d %d, assuming YCbCr
140512658	Freed XMS handle %u
140512670	Obtained XMS handle %u
140512688	Unknown Adobe color transform code %d
1405126b0	Corrupt JPEG data: bad arithmetic code
1405126e0	Inconsistent progression sequence for component %d coefficient %d
140512728	Corrupt JPEG data: %u extraneous bytes before marker 0x%02x
140512768	Corrupt JPEG data: premature end of data segment
1405127a0	Corrupt JPEG data: bad Huffman code
1405127c8	Warning: unknown JFIF revision number %d.%02d
1405127f8	Premature end of JPEG file
140512818	Corrupt JPEG data: found marker 0x%02x instead of RST%d
140512850	Invalid SOS parameters for sequential JPEG
140512880	Application transferred too many scanlines
140512cb0	JPEGMEM
140512cb8	%ld%c
140513ef8	vorbis
140522260	theora
1405229a8	OpusHead
1405229b8	OpusTags
1405229c8	R128_ALBUM_GAIN
1405229d8	R128_TRACK_GAIN
140522ab8	Unknown exception
140522ae8	bad allocation
140522b10	bad array new length
140522ca8	bad exception
1405233d0	__based(
1405233e0	__cdecl
1405233e8	__pascal
1405233f8	__stdcall
140523408	__thiscall
140523418	__fastcall
140523428	__vectorcall
140523438	__clrcall
140523450	__swift_1
140523460	__swift_2
140523470	__swift_3
140523488	__restrict
140523498	__unaligned
1405234a8	restrict(
1405234c0	 delete
1405234e8	operator
140523570	`vftable'
140523580	`vbtable'
1405235a8	`local static guard'
1405235c0	`string'
1405235d0	`vbase destructor'
1405235e8	`vector deleting destructor'
140523608	`default constructor closure'
140523628	`scalar deleting destructor'
140523648	`vector constructor iterator'
140523668	`vector destructor iterator'
140523688	`vector vbase constructor iterator'
1405236b0	`virtual displacement map'
1405236d0	`eh vector constructor iterator'
1405236f8	`eh vector destructor iterator'
140523718	`eh vector vbase constructor iterator'
140523740	`copy constructor closure'
140523760	`udt returning'
140523780	`local vftable'
140523790	`local vftable constructor closure'
1405237c0	 delete[]
1405237d0	`omni callsig'
1405237e0	`placement delete closure'
140523800	`placement delete[] closure'
140523820	`managed vector constructor iterator'
140523848	`managed vector destructor iterator'
140523870	`eh vector copy constructor iterator'
140523898	`eh vector vbase copy constructor iterator'
1405238c8	`dynamic initializer for '
1405238e8	`dynamic atexit destructor for '
140523910	`vector copy constructor iterator'
140523938	`vector vbase copy constructor iterator'
140523968	`managed vector copy constructor iterator'
140523998	`local static thread guard'
1405239b8	operator "" 
1405239c8	operator co_await
1405239e0	operator<=>
1405239f0	 Type Descriptor'
140523a08	 Base Class Descriptor at (
140523a28	 Base Class Array'
140523a40	 Class Hierarchy Descriptor'
140523a60	 Complete Object Locator'
140523a80	`anonymous namespace'
140523ab0	api-ms-win-core-fibers-l1-1-1
140523af0	api-ms-win-core-synch-l1-2-0
140523b30	kernel32
140523b48	api-ms-
140523b60	FlsAlloc
140523b78	FlsFree
140523b88	FlsGetValue
140523ba0	FlsSetValue
140523bb8	InitializeCriticalSectionEx
140523de0	(null)
140523df0	(null)
1405247d0	minkernel\\crts\\ucrt\\inc\\corecrt_internal_strtox.h
140524840	__crt_strtox::floating_point_value::as_double
1405248a0	_is_double
1405248c0	__crt_strtox::floating_point_value::as_float
140524920	!_is_double
1405249c0	INITY
1405249c8	inity
1405249e0	INITY
1405249e8	inity
140524a08	IND)ind)SNAN)
140524a20	IND)ind)acos
140528038	sqrtf
1405282a0	mscoree.dll
1405282b8	CorExitProcess
140528584	UTF-8
140528590	UTF-16LEUNICODE
14052887c	Sunday
140528884	Monday
140528890	Tuesday
140528898	Wednesday
1405288a8	Thursday
1405288b4	Friday
1405288c0	Saturday
140528900	January
140528908	February
140528914	March
14052891c	April
140528934	August
140528940	September
140528950	October
140528958	November
140528968	December
140528980	MM/dd/yy
140528990	dddd, MMMM dd, yyyy
1405289a8	HH:mm:ss
1405289f0	Sunday
140528a00	Monday
140528a10	Tuesday
140528a20	Wednesday
140528a38	Thursday
140528a50	Friday
140528a60	Saturday
140528ad8	January
140528ae8	February
140528b00	March
140528b10	April
140528b20	June
140528b30	July
140528b40	August
140528b50	September
140528b68	October
140528b78	November
140528b90	December
140528bb8	MM/dd/yy
140528bd0	dddd, MMMM dd, yyyy
140528bf8	HH:mm:ss
140528c10	en-US
140528cb0	NAN(SNAN)
140528cc0	nan(snan)
140528cd0	NAN(IND)
140528ce0	nan(ind)
140528cec	e+000
140528dd0	api-ms-win-core-datetime-l1-1-1
140528e10	api-ms-win-core-file-l1-2-4
